user_id,item_id,interaction_type,timestamp
422,243,purchase,2025-01-03 12:00:49.486627
867,270,view,2025-01-22 01:07:03.486633
763,157,click,2025-01-06 23:53:48.486639
204,487,purchase,2025-01-17 20:31:33.486646
43,213,click,2025-01-16 13:05:47.486652
661,417,view,2025-01-19 03:07:17.486659
719,119,view,2025-01-07 02:40:53.486665
913,305,click,2025-01-02 17:42:44.486671
100,476,click,2025-01-11 03:07:56.486677
910,42,purchase,2025-01-01 12:21:54.486683
490,380,purchase,2025-01-03 16:06:08.486690
998,408,click,2024-12-28 14:38:41.486696
73,314,view,2025-01-01 11:03:57.486702
999,298,view,2024-12-30 10:01:10.486709
22,153,purchase,2025-01-07 05:51:23.486715
304,469,click,2024-12-30 21:20:58.486721
803,300,click,2024-12-28 15:15:23.486727
282,220,click,2024-12-25 19:39:34.486734
137,133,click,2024-12-25 20:40:29.486740
949,444,click,2025-01-19 17:08:55.486746
704,67,purchase,2025-01-19 05:48:37.486752
141,468,purchase,2025-01-07 13:55:31.486758
592,85,click,2024-12-30 05:04:59.486765
495,375,click,2025-01-16 21:03:28.486771
890,33,click,2025-01-22 12:33:00.486777
809,162,click,2025-01-20 21:07:58.486783
675,67,purchase,2025-01-21 11:20:55.486790
157,321,view,2025-01-04 17:32:47.486796
796,102,view,2025-01-14 12:13:19.486803
339,277,view,2024-12-28 02:39:32.486809
533,156,click,2025-01-16 07:59:20.486815
587,355,view,2025-01-08 04:47:16.486822
292,369,view,2025-01-17 20:21:39.486828
839,155,view,2025-01-01 14:21:14.486834
270,66,purchase,2025-01-20 18:14:03.486840
649,335,view,2025-01-13 22:23:40.486847
335,404,purchase,2025-01-21 07:44:56.486853
502,500,purchase,2025-01-18 06:47:05.486859
289,328,view,2025-01-12 18:26:16.486865
908,461,purchase,2025-01-03 23:21:50.486872
496,454,click,2025-01-12 00:40:00.486878
769,71,view,2024-12-27 23:37:29.486884
894,44,click,2024-12-27 12:45:46.486891
333,490,click,2025-01-06 05:57:29.486897
913,466,click,2025-01-09 07:47:07.486903
935,232,click,2025-01-11 06:05:56.486909
844,370,click,2025-01-06 14:28:30.486916
23,432,view,2024-12-26 15:20:08.486922
393,284,purchase,2025-01-08 18:47:40.486928
704,86,purchase,2025-01-11 23:19:11.486935
977,32,click,2025-01-06 23:58:46.486941
991,48,click,2025-01-20 14:17:56.486947
275,462,purchase,2025-01-16 13:20:09.486953
147,191,view,2024-12-31 09:00:02.486960
32,34,click,2025-01-16 20:42:05.486966
968,333,purchase,2025-01-15 01:56:28.486972
692,420,click,2025-01-08 19:01:59.486979
37,473,view,2024-12-25 10:54:52.486985
271,409,click,2025-01-16 11:32:54.486991
750,207,click,2025-01-20 16:55:20.486997
171,384,click,2024-12-29 16:58:33.487004
201,105,purchase,2025-01-13 14:56:02.487010
767,10,purchase,2024-12-29 15:56:26.487016
268,327,view,2025-01-22 12:02:17.487023
187,269,purchase,2025-01-05 10:35:11.487029
661,420,view,2024-12-29 21:04:25.487035
469,402,click,2025-01-03 20:59:50.487041
417,288,click,2025-01-03 10:55:34.487048
642,436,click,2025-01-05 02:01:33.487054
954,241,purchase,2025-01-23 09:13:22.487060
983,335,click,2024-12-27 10:09:48.487067
808,87,click,2024-12-26 05:30:05.487073
589,189,view,2025-01-13 21:23:46.487079
271,216,click,2024-12-29 00:31:04.487086
387,271,purchase,2025-01-17 07:41:11.487092
152,357,view,2024-12-26 21:49:17.487098
631,122,purchase,2025-01-17 23:02:12.487105
985,203,purchase,2025-01-10 13:45:49.487111
770,46,click,2025-01-09 11:11:24.487117
619,138,purchase,2024-12-26 19:10:10.487124
970,146,purchase,2025-01-13 05:55:25.487130
966,374,click,2025-01-15 20:35:10.487136
784,249,click,2025-01-21 17:18:47.487142
742,352,click,2025-01-15 02:38:04.487148
376,253,click,2025-01-03 09:30:50.487155
827,421,view,2025-01-01 05:32:48.487161
158,62,click,2024-12-25 04:24:24.487167
801,11,click,2025-01-23 11:02:57.487174
331,146,click,2024-12-25 01:41:47.487180
280,231,click,2025-01-03 15:55:37.487186
553,116,purchase,2025-01-19 01:59:17.487192
786,471,view,2025-01-22 20:02:39.487199
110,435,click,2025-01-01 03:45:28.487205
757,350,click,2025-01-14 17:51:41.487211
179,230,view,2025-01-05 12:45:19.487218
872,362,purchase,2025-01-14 00:04:44.487224
614,387,view,2025-01-16 15:27:41.487230
867,449,view,2025-01-07 10:49:34.487236
637,387,purchase,2025-01-03 12:45:09.487243
453,379,purchase,2025-01-08 11:35:45.487249
326,480,click,2025-01-04 12:34:46.487255
355,90,click,2025-01-15 14:37:21.487261
58,453,view,2025-01-15 19:29:14.487268
620,364,purchase,2024-12-28 09:39:05.487274
946,214,purchase,2025-01-19 08:22:04.487280
818,266,click,2025-01-19 09:29:07.487287
978,21,click,2025-01-06 17:09:47.487293
628,141,view,2025-01-11 03:08:40.487299
847,104,purchase,2025-01-20 02:08:00.487306
763,165,click,2024-12-29 04:12:07.487312
873,235,purchase,2025-01-01 01:33:54.487318
528,491,click,2025-01-22 04:14:04.487325
997,499,purchase,2024-12-25 08:13:03.487331
509,212,view,2024-12-24 22:39:17.487337
738,71,purchase,2025-01-20 14:06:26.487344
606,325,purchase,2025-01-18 22:48:05.487350
537,369,purchase,2025-01-22 14:27:07.487356
124,374,purchase,2025-01-15 06:18:51.487363
641,157,view,2025-01-13 07:43:46.487369
672,181,purchase,2025-01-05 04:03:28.487375
640,332,click,2024-12-26 11:38:29.487382
119,57,click,2025-01-04 18:06:50.487388
66,321,view,2025-01-23 00:25:55.487394
373,154,view,2025-01-08 11:25:56.487401
866,69,purchase,2025-01-15 19:28:47.487407
678,139,click,2024-12-25 04:26:51.487413
217,78,click,2025-01-16 03:13:14.487419
863,289,purchase,2025-01-17 14:54:19.487426
705,257,click,2025-01-20 10:02:13.487432
496,117,click,2024-12-25 10:47:55.487439
623,362,click,2025-01-03 13:05:04.487445
114,169,view,2024-12-31 21:55:23.487451
791,290,view,2025-01-07 16:30:13.487458
347,412,view,2025-01-22 21:28:31.487464
310,351,purchase,2024-12-26 05:35:19.487470
734,468,view,2025-01-14 07:19:30.487477
172,310,purchase,2025-01-06 11:07:24.487483
354,311,click,2025-01-02 16:38:26.487489
940,117,click,2025-01-10 00:49:00.487496
4,51,click,2025-01-11 21:46:00.487502
491,231,click,2025-01-06 11:12:43.487508
753,227,view,2025-01-02 13:03:47.487515
918,447,purchase,2025-01-19 18:56:14.487521
121,206,view,2024-12-26 17:22:22.487527
857,419,purchase,2025-01-15 05:59:13.487534
21,457,click,2024-12-31 14:53:10.487540
11,341,click,2025-01-20 09:06:04.487547
146,35,view,2025-01-10 23:27:07.487553
931,407,purchase,2025-01-23 13:07:54.487559
410,184,purchase,2025-01-21 13:20:07.487566
502,287,purchase,2025-01-06 09:16:20.487572
817,396,purchase,2025-01-17 23:01:03.487579
489,315,purchase,2025-01-17 15:36:25.487585
400,39,purchase,2025-01-22 17:38:59.487591
632,293,purchase,2025-01-09 11:33:35.487597
250,375,view,2025-01-22 09:31:17.487604
133,14,click,2025-01-01 03:40:40.487610
273,68,click,2025-01-06 07:58:21.487616
238,446,purchase,2024-12-25 19:01:57.487622
290,160,purchase,2025-01-03 01:06:16.487629
566,372,purchase,2025-01-07 00:12:58.487635
579,66,purchase,2025-01-14 23:54:44.487641
102,351,view,2025-01-21 06:20:17.487648
182,234,purchase,2025-01-16 21:25:11.487654
254,58,view,2025-01-08 06:31:53.487660
943,190,view,2024-12-27 18:15:12.487667
86,71,click,2024-12-31 05:47:39.487673
482,36,click,2025-01-23 05:59:35.487679
428,15,view,2025-01-23 04:59:41.487686
820,9,purchase,2025-01-20 19:39:42.487692
814,348,click,2025-01-23 03:13:07.487698
647,497,purchase,2025-01-01 12:00:35.487705
633,88,purchase,2025-01-19 10:41:37.487711
291,240,purchase,2025-01-01 16:02:21.487717
281,187,purchase,2024-12-26 22:09:57.487723
836,83,view,2025-01-16 22:31:13.487729
480,5,purchase,2025-01-03 14:18:41.487736
369,171,view,2025-01-07 16:29:35.487742
22,496,view,2025-01-20 18:00:55.487748
925,293,purchase,2025-01-07 16:20:10.487754
851,275,view,2024-12-28 05:34:43.487760
856,194,view,2025-01-13 19:33:01.487767
651,102,view,2025-01-15 20:43:45.487773
553,492,purchase,2024-12-28 17:17:52.487779
385,286,click,2025-01-16 05:30:14.487786
589,42,purchase,2025-01-09 20:45:04.487792
617,314,click,2025-01-12 20:53:03.487798
123,496,click,2025-01-05 03:48:02.487805
539,147,purchase,2025-01-13 15:22:31.487811
976,218,view,2025-01-14 14:38:59.487817
811,461,purchase,2025-01-10 00:57:10.487823
691,443,purchase,2024-12-31 01:07:33.487830
278,123,purchase,2025-01-13 11:59:25.487836
511,290,view,2025-01-23 00:28:52.487842
982,70,purchase,2025-01-08 18:05:58.487849
113,26,click,2024-12-26 20:17:22.487855
723,302,view,2025-01-02 23:48:14.487861
722,111,purchase,2025-01-21 06:32:27.487868
505,462,click,2025-01-05 10:50:03.487874
988,168,view,2024-12-30 21:32:11.487881
758,217,view,2025-01-12 14:54:22.487887
452,181,purchase,2025-01-16 21:41:49.487894
737,347,purchase,2024-12-25 02:46:58.487900
674,68,view,2024-12-29 04:55:33.487906
533,12,click,2025-01-11 20:43:48.487913
348,229,click,2025-01-19 21:05:26.487919
994,313,view,2025-01-05 23:46:43.487926
186,443,click,2025-01-14 03:30:55.487932
970,111,click,2024-12-30 06:35:35.487938
931,437,click,2024-12-30 11:20:46.487944
60,438,click,2025-01-18 16:29:42.487951
138,65,view,2025-01-07 01:43:04.487957
518,370,purchase,2025-01-09 06:14:37.487963
467,259,purchase,2024-12-29 13:42:07.487970
246,411,click,2025-01-03 01:33:42.487976
49,220,purchase,2025-01-10 19:07:10.487982
25,2,view,2025-01-18 11:08:04.487988
32,471,click,2024-12-26 10:03:02.487995
262,259,click,2025-01-21 23:44:58.488001
684,399,click,2025-01-20 15:26:33.488007
900,426,click,2025-01-01 19:26:51.488014
12,319,purchase,2025-01-06 05:48:17.488020
263,248,view,2025-01-19 11:15:15.488026
314,445,view,2025-01-07 04:11:46.488032
733,142,click,2025-01-11 07:12:09.488039
763,375,click,2025-01-17 17:49:10.488045
226,202,view,2024-12-27 05:58:30.488051
486,23,purchase,2025-01-12 01:58:30.488076
88,137,click,2025-01-23 10:48:01.488083
37,112,view,2025-01-16 09:07:45.488089
755,45,view,2025-01-16 08:07:15.488096
826,16,purchase,2025-01-03 20:17:36.488102
603,69,click,2025-01-23 03:12:43.488108
845,232,purchase,2024-12-27 22:35:55.488114
864,20,purchase,2025-01-20 02:50:57.488121
132,216,view,2024-12-27 10:13:41.488127
266,439,view,2025-01-11 10:40:50.488133
785,411,view,2025-01-07 12:43:21.488140
882,50,view,2024-12-31 07:18:47.488146
145,456,purchase,2025-01-13 09:43:01.488152
77,499,purchase,2025-01-13 15:04:33.488158
604,268,click,2025-01-20 00:22:58.488165
938,235,click,2024-12-25 11:24:28.488171
664,362,click,2025-01-20 08:48:06.488177
209,146,click,2025-01-17 16:01:28.488183
997,169,purchase,2025-01-07 04:55:42.488190
107,458,view,2025-01-02 19:41:11.488196
48,439,click,2025-01-10 13:52:19.488202
242,29,click,2025-01-13 05:23:36.488208
322,33,purchase,2025-01-06 03:37:07.488215
963,107,view,2025-01-11 16:33:36.488221
766,348,click,2024-12-27 18:31:41.488228
281,401,purchase,2024-12-25 03:43:16.488234
333,394,purchase,2025-01-20 02:45:14.488240
888,69,view,2025-01-12 17:34:42.488247
421,125,click,2025-01-01 12:31:51.488253
658,239,view,2025-01-23 12:33:22.488259
664,390,view,2025-01-09 18:05:35.488265
850,190,click,2024-12-25 14:59:31.488272
773,245,view,2025-01-07 20:07:53.488279
160,399,view,2025-01-13 22:05:31.488286
413,82,view,2024-12-26 11:56:28.488293
1000,353,click,2025-01-22 15:44:02.488299
258,421,view,2025-01-05 04:07:24.488306
197,305,click,2025-01-01 05:27:26.488312
653,85,purchase,2024-12-26 08:26:10.488318
228,9,purchase,2025-01-02 23:02:01.488324
221,124,purchase,2025-01-19 06:28:17.488331
586,249,click,2025-01-22 06:59:00.488337
470,173,purchase,2025-01-04 07:02:53.488343
676,208,click,2025-01-12 16:26:35.488350
730,69,view,2025-01-19 15:28:15.488356
766,50,purchase,2025-01-11 07:31:41.488362
331,367,purchase,2025-01-23 09:53:01.488368
569,247,click,2025-01-04 06:00:45.488375
498,476,click,2025-01-04 09:54:24.488381
805,364,purchase,2025-01-02 18:24:17.488387
312,180,click,2025-01-22 16:06:17.488393
632,443,click,2024-12-30 21:05:53.488399
832,440,click,2025-01-17 20:09:05.488406
360,317,view,2025-01-02 04:57:09.488412
776,347,click,2024-12-30 12:59:34.488418
84,109,click,2025-01-01 02:33:49.488425
928,122,view,2025-01-06 10:17:54.488431
95,42,purchase,2025-01-19 03:49:50.488437
166,210,view,2024-12-29 10:13:32.488443
685,38,view,2025-01-11 03:52:33.488450
273,247,purchase,2024-12-29 15:27:14.488456
226,183,click,2025-01-08 17:25:31.488462
230,307,purchase,2025-01-16 18:34:12.488468
607,487,click,2025-01-04 20:39:57.488475
363,34,click,2025-01-09 22:31:12.488481
689,360,click,2025-01-07 12:20:06.488488
22,227,purchase,2025-01-12 15:11:42.488494
930,79,purchase,2025-01-02 12:10:41.488500
26,415,view,2025-01-18 04:15:12.488506
182,168,purchase,2025-01-15 22:00:53.488513
268,47,view,2025-01-14 19:51:44.488519
25,21,view,2025-01-06 15:02:46.488525
964,224,click,2024-12-27 09:19:23.488531
961,233,view,2025-01-10 04:19:47.488538
200,173,view,2024-12-28 23:47:32.488544
326,17,purchase,2025-01-08 11:25:18.488550
49,103,click,2025-01-23 06:50:38.488556
416,190,purchase,2025-01-22 09:57:45.488563
906,141,click,2025-01-04 13:42:02.488569
524,253,click,2025-01-22 05:40:52.488575
266,358,purchase,2024-12-27 05:57:43.488581
640,482,click,2025-01-16 08:04:35.488587
799,108,click,2025-01-01 14:13:33.488594
983,388,purchase,2025-01-14 22:34:27.488600
441,441,click,2025-01-16 16:56:14.488606
666,125,click,2025-01-08 04:33:41.488613
712,200,click,2025-01-04 01:18:03.488619
29,375,view,2025-01-11 03:17:57.488626
704,126,click,2025-01-13 06:01:02.488632
88,41,click,2025-01-04 03:22:01.488638
32,159,click,2025-01-04 16:57:37.488644
677,99,click,2025-01-08 04:18:03.488650
586,22,view,2025-01-03 15:54:42.488657
155,304,click,2025-01-06 16:58:08.488663
500,103,view,2025-01-05 07:24:11.488671
256,27,click,2025-01-21 19:56:31.488677
294,259,view,2025-01-12 20:58:03.488684
474,364,purchase,2025-01-21 08:07:42.488690
702,351,view,2024-12-26 05:30:48.488697
274,79,click,2025-01-17 00:10:55.488703
761,337,view,2025-01-08 11:19:34.488709
547,190,purchase,2025-01-21 02:07:53.488716
374,308,click,2025-01-11 12:35:11.488722
7,210,purchase,2025-01-10 01:53:03.488728
362,19,view,2025-01-12 16:08:06.488734
936,491,view,2024-12-30 08:19:17.488741
972,10,purchase,2025-01-01 16:28:34.488747
800,488,view,2025-01-11 20:26:12.488753
640,319,view,2025-01-20 01:24:28.488759
851,36,view,2024-12-25 14:44:21.488765
303,355,purchase,2025-01-08 10:05:07.488771
496,212,click,2025-01-22 06:39:34.488778
334,269,click,2025-01-23 13:25:16.488784
698,403,purchase,2024-12-26 11:15:45.488790
944,185,view,2025-01-06 01:16:28.488796
587,38,view,2025-01-03 09:55:17.488803
576,196,purchase,2024-12-24 23:48:06.488809
877,182,view,2025-01-13 10:15:36.488815
587,347,purchase,2025-01-06 23:53:40.488821
582,381,click,2025-01-15 08:55:54.488827
352,205,purchase,2024-12-27 04:50:36.488834
86,84,click,2025-01-23 00:47:07.488840
315,484,purchase,2025-01-07 02:35:16.488846
125,277,view,2025-01-06 13:03:01.488852
961,291,click,2025-01-20 19:03:13.488858
926,121,view,2025-01-05 05:43:46.488864
943,141,view,2024-12-27 12:39:59.488871
381,129,view,2024-12-26 14:21:32.488877
336,121,purchase,2025-01-01 07:50:51.488883
769,134,purchase,2025-01-22 21:34:28.488889
195,275,click,2025-01-19 08:53:01.488896
931,496,click,2025-01-16 01:33:42.488902
380,179,view,2024-12-25 16:47:43.488908
885,426,click,2025-01-20 12:04:57.488914
227,150,purchase,2025-01-17 17:17:33.488920
864,447,click,2025-01-14 10:37:52.488926
708,471,purchase,2025-01-22 04:03:47.488932
526,408,purchase,2025-01-09 00:06:44.488939
600,146,click,2025-01-14 08:04:02.488945
787,282,click,2025-01-20 19:00:54.488951
783,248,click,2024-12-30 07:37:49.488958
897,207,view,2025-01-15 21:29:17.488964
684,227,purchase,2025-01-15 00:33:07.488970
911,256,click,2025-01-02 12:49:39.488976
826,388,purchase,2024-12-30 05:17:45.488983
698,21,view,2025-01-17 15:34:26.488989
714,284,click,2025-01-18 09:54:13.488995
804,145,purchase,2025-01-21 18:54:30.489002
960,61,view,2025-01-14 07:28:07.489008
883,307,view,2025-01-11 18:46:33.489015
673,293,view,2025-01-04 01:04:05.489021
666,282,click,2024-12-28 11:49:01.489028
588,94,click,2025-01-15 09:05:42.489034
428,271,purchase,2024-12-27 19:04:55.489040
170,252,view,2025-01-17 08:35:20.489046
802,252,view,2024-12-27 18:23:46.489052
528,423,purchase,2024-12-28 23:00:11.489060
262,105,click,2025-01-15 20:16:10.489067
829,290,click,2025-01-13 06:03:57.489073
892,300,view,2025-01-13 15:08:03.489079
941,341,click,2025-01-19 13:24:35.489086
308,442,click,2024-12-27 21:02:52.489092
401,410,view,2025-01-03 07:50:07.489098
823,181,view,2025-01-12 05:09:26.489105
418,155,view,2025-01-09 21:43:19.489111
572,13,view,2024-12-31 16:57:42.489117
760,142,view,2025-01-02 01:42:52.489123
811,213,purchase,2025-01-03 18:21:30.489130
558,437,view,2024-12-24 19:33:13.489136
678,386,purchase,2025-01-20 07:18:51.489142
270,316,purchase,2025-01-08 14:04:47.489149
246,116,click,2025-01-19 08:44:58.489155
993,282,purchase,2025-01-15 16:06:21.489161
920,51,click,2025-01-01 06:11:43.489168
954,119,click,2025-01-21 02:56:51.489174
575,161,purchase,2025-01-21 10:33:42.489180
878,1,view,2025-01-18 05:45:13.489186
840,198,view,2024-12-29 07:50:25.489192
700,35,view,2024-12-28 22:49:46.489199
993,29,click,2024-12-30 11:20:57.489205
769,236,click,2024-12-26 11:59:54.489211
897,276,click,2025-01-05 07:40:44.489217
113,357,purchase,2025-01-10 13:46:33.489224
381,22,purchase,2025-01-20 09:46:42.489230
599,410,purchase,2025-01-15 05:49:10.489236
960,381,purchase,2024-12-27 15:43:53.489242
626,108,click,2025-01-16 21:11:41.489249
48,483,view,2025-01-18 03:19:37.489256
742,401,purchase,2025-01-14 07:56:00.489263
277,294,purchase,2025-01-19 00:32:23.489269
380,430,view,2025-01-14 04:12:10.489276
906,296,view,2024-12-30 03:56:17.489282
813,257,view,2025-01-17 05:52:25.489289
266,346,purchase,2025-01-01 22:29:49.489295
649,228,view,2024-12-25 18:38:40.489301
276,344,click,2025-01-17 19:25:12.489308
344,124,click,2025-01-12 02:43:12.489314
823,207,purchase,2025-01-15 16:26:20.489321
234,452,view,2025-01-03 11:42:33.489327
431,432,purchase,2025-01-03 16:55:47.489334
558,452,purchase,2025-01-23 04:00:50.489340
12,453,purchase,2025-01-19 02:30:50.489347
579,302,click,2025-01-01 10:44:11.489353
588,11,view,2025-01-14 09:03:26.489360
440,91,purchase,2024-12-26 01:35:54.489366
445,388,purchase,2024-12-28 14:20:07.489373
238,249,click,2024-12-29 06:16:23.489379
14,27,view,2025-01-13 16:51:38.489386
851,230,purchase,2025-01-17 12:55:08.489392
356,286,click,2025-01-07 05:42:33.489399
712,360,view,2024-12-25 23:56:00.489405
606,458,purchase,2025-01-21 00:56:39.489412
839,350,purchase,2025-01-18 01:49:19.489418
827,343,click,2025-01-23 00:58:11.489425
916,352,click,2025-01-10 13:25:21.489431
300,111,view,2025-01-21 17:46:08.489437
371,65,purchase,2025-01-20 06:34:16.489444
517,416,view,2024-12-29 16:30:56.489450
66,14,view,2025-01-01 08:02:42.489458
132,222,purchase,2025-01-13 01:09:35.489464
191,297,purchase,2025-01-22 11:14:44.489471
124,169,purchase,2025-01-04 04:48:37.489477
707,352,click,2025-01-22 08:09:32.489483
457,312,purchase,2025-01-21 14:26:15.489490
525,453,click,2025-01-16 11:48:22.489496
194,78,click,2025-01-20 05:59:37.489503
350,356,click,2025-01-19 04:54:04.489509
411,262,purchase,2025-01-19 15:50:52.489515
865,6,click,2024-12-25 19:01:43.489522
892,203,view,2025-01-23 04:37:21.489528
610,98,click,2025-01-06 06:13:45.489534
794,191,view,2025-01-17 19:06:08.489541
483,92,view,2025-01-20 00:07:40.489547
440,296,view,2025-01-07 03:23:39.489553
729,307,view,2025-01-22 00:31:52.489560
455,365,purchase,2025-01-20 19:51:23.489566
223,155,purchase,2025-01-07 09:04:10.489572
412,96,click,2024-12-29 18:16:24.489579
50,295,purchase,2024-12-28 07:42:08.489585
910,451,view,2024-12-28 16:47:47.489592
606,71,purchase,2025-01-13 09:27:45.489598
274,7,purchase,2025-01-11 05:37:57.489604
372,65,view,2025-01-10 18:35:10.489611
725,416,view,2025-01-15 14:52:45.489617
670,368,click,2025-01-14 22:23:10.489623
665,271,click,2025-01-05 17:47:20.489630
919,364,view,2025-01-11 14:03:15.489636
576,440,view,2025-01-03 19:38:04.489642
100,40,click,2025-01-06 22:28:44.489649
913,346,purchase,2024-12-30 10:56:15.489655
742,420,view,2025-01-16 01:38:33.489662
17,66,click,2025-01-20 17:13:05.489668
927,213,purchase,2024-12-31 09:58:51.489674
82,424,view,2024-12-28 12:15:56.489681
343,33,click,2025-01-15 05:12:52.489688
210,499,click,2024-12-29 16:15:59.489694
534,286,purchase,2025-01-20 07:02:04.489701
685,19,click,2024-12-30 13:43:56.489707
518,413,view,2025-01-16 03:39:56.489713
140,125,purchase,2024-12-30 18:23:14.489719
399,397,view,2024-12-29 05:27:31.489725
835,108,click,2025-01-23 14:38:21.489732
392,350,click,2024-12-27 23:57:37.489738
